class_id,class_name,bbox,filename
143,Isuzu Ascender SUV 2008,"[95, 161, 543, 368]",cars_train/00130.jpg
194,Volvo 240 Sedan 1993,"[42, 111, 777, 562]",cars_train/01015.jpg
52,Cadillac SRX SUV 2012,"[39, 69, 590, 392]",cars_train/03866.jpg
184,Suzuki SX4 Sedan 2012,"[30, 106, 599, 340]",cars_train/06965.jpg
82,Daewoo Nubira Wagon 2002,"[9, 28, 255, 182]",cars_test/05477.jpg
110,Ford Edge SUV 2012,"[310, 503, 1833, 1211]",cars_test/02855.jpg
25,Audi TT RS Coupe 2012,"[53, 24, 262, 178]",cars_test/02055.jpg
167,Mitsubishi Lancer Sedan 2012,"[84, 120, 745, 463]",cars_test/00896.jpg
105,Fisker Karma Sedan 2012,"[9, 74, 454, 265]",cars_test/05579.jpg
158,Maybach Landaulet Convertible 2012,"[4, 76, 583, 326]",cars_train/06671.jpg
171,Nissan 240SX Coupe 1998,"[57, 164, 1005, 504]",cars_train/07791.jpg
36,BMW M6 Convertible 2010,"[56, 157, 625, 401]",cars_test/04607.jpg
40,Bentley Arnage Sedan 2009,"[94, 94, 2407, 1422]",cars_train/01610.jpg
186,Toyota Sequoia SUV 2012,"[26, 12, 457, 272]",cars_train/04325.jpg
185,Tesla Model S Sedan 2012,"[217, 330, 1103, 711]",cars_train/02525.jpg
38,BMW Z4 Convertible 2012,"[23, 40, 248, 163]",cars_test/07812.jpg
27,BMW 1 Series Convertible 2012,"[27, 11, 241, 177]",cars_train/04957.jpg
55,Chevrolet Corvette Convertible 2012,"[47, 180, 940, 680]",cars_train/01573.jpg
4,Acura TL Type-S 2008,"[10, 80, 468, 320]",cars_test/04224.jpg
134,Hyundai Sonata Hybrid Sedan 2012,"[88, 143, 452, 379]",cars_test/07347.jpg
85,Dodge Caravan Minivan 1997,"[2, 56, 606, 415]",cars_test/05100.jpg
150,Lamborghini Reventon Coupe 2008,"[137, 391, 926, 675]",cars_train/01846.jpg
145,Jeep Patriot SUV 2012,"[42, 186, 958, 611]",cars_test/01032.jpg
14,Audi TTS Coupe 2012,"[39, 52, 233, 150]",cars_train/00017.jpg
9,Aston Martin V8 Vantage Coupe 2012,"[61, 34, 534, 370]",cars_test/05762.jpg
64,Chevrolet Express Cargo Van 2007,"[121, 113, 483, 428]",cars_test/03413.jpg
146,Jeep Wrangler SUV 2012,"[20, 201, 1007, 650]",cars_train/07667.jpg
143,Isuzu Ascender SUV 2008,"[34, 12, 308, 241]",cars_test/02507.jpg
5,Acura TSX Sedan 2012,"[25, 56, 450, 316]",cars_train/03127.jpg
25,Audi TT RS Coupe 2012,"[196, 159, 739, 529]",cars_train/04475.jpg
144,Jaguar XK XKR 2012,"[5, 95, 1022, 633]",cars_train/03515.jpg
60,Chevrolet HHR SS 2010,"[31, 43, 242, 165]",cars_test/01085.jpg
20,Audi S6 Sedan 2011,"[39, 142, 617, 354]",cars_train/05007.jpg
63,Chevrolet Sonic Sedan 2012,"[339, 210, 961, 631]",cars_test/02954.jpg
122,GMC Canyon Extended Cab 2012,"[102, 64, 634, 418]",cars_test/01015.jpg
143,Isuzu Ascender SUV 2008,"[5, 27, 269, 166]",cars_test/07206.jpg
144,Jaguar XK XKR 2012,"[35, 67, 578, 352]",cars_test/06636.jpg
75,Chevrolet Silverado 1500 Regular Cab 2012,"[91, 143, 582, 410]",cars_train/03516.jpg
127,Honda Odyssey Minivan 2007,"[18, 16, 288, 201]",cars_train/03322.jpg
58,Chevrolet Traverse SUV 2012,"[36, 312, 915, 646]",cars_test/03683.jpg
128,Honda Accord Coupe 2012,"[19, 68, 603, 439]",cars_train/06219.jpg
22,Audi S5 Coupe 2012,"[10, 10, 433, 205]",cars_test/03330.jpg
134,Hyundai Sonata Hybrid Sedan 2012,"[57, 27, 239, 160]",cars_test/00876.jpg
70,Chevrolet Silverado 1500 Classic Extended Cab 2007,"[27, 153, 620, 471]",cars_train/06547.jpg
186,Toyota Sequoia SUV 2012,"[56, 159, 544, 362]",cars_test/01230.jpg
165,Mercedes-Benz S-Class Sedan 2012,"[185, 116, 920, 485]",cars_train/03325.jpg
99,FIAT 500 Abarth 2012,"[205, 245, 1417, 851]",cars_test/04018.jpg
145,Jeep Patriot SUV 2012,"[57, 90, 563, 419]",cars_test/05735.jpg
74,Chevrolet Silverado 1500 Extended Cab 2012,"[7, 21, 294, 138]",cars_test/07897.jpg
167,Mitsubishi Lancer Sedan 2012,"[231, 143, 933, 572]",cars_train/03931.jpg
192,Volkswagen Beetle Hatchback 2012,"[31, 126, 597, 447]",cars_train/02755.jpg
23,Audi S4 Sedan 2012,"[138, 45, 602, 287]",cars_train/03206.jpg
114,Ford F-150 Regular Cab 2007,"[47, 89, 690, 441]",cars_train/00715.jpg
41,Bentley Mulsanne Sedan 2011,"[10, 21, 188, 134]",cars_test/04896.jpg
106,Ford F-450 Super Duty Crew Cab 2012,"[22, 26, 281, 182]",cars_train/08029.jpg
61,Chevrolet Impala Sedan 2007,"[51, 55, 618, 377]",cars_train/00831.jpg
97,Dodge Charger SRT-8 2009,"[36, 99, 438, 303]",cars_test/02313.jpg
155,Land Rover LR2 SUV 2012,"[64, 124, 742, 561]",cars_test/02563.jpg
66,Chevrolet Cobalt SS 2010,"[35, 109, 601, 346]",cars_train/04452.jpg
188,Toyota Corolla Sedan 2012,"[119, 64, 2029, 1533]",cars_train/02650.jpg
114,Ford F-150 Regular Cab 2007,"[20, 13, 276, 159]",cars_train/07543.jpg
45,Bugatti Veyron 16.4 Convertible 2009,"[189, 218, 1063, 588]",cars_train/02549.jpg
69,Chevrolet Silverado 2500HD Regular Cab 2012,"[105, 92, 563, 361]",cars_test/00802.jpg
50,Buick Enclave SUV 2012,"[47, 52, 618, 312]",cars_test/02821.jpg
179,Spyker C8 Convertible 2009,"[134, 14, 1503, 996]",cars_train/03076.jpg
12,Audi RS 4 Convertible 2008,"[51, 377, 971, 644]",cars_train/04533.jpg
138,Hyundai Sonata Sedan 2012,"[86, 38, 244, 144]",cars_test/02888.jpg
2,Acura RL Sedan 2012,"[13, 165, 583, 417]",cars_test/06469.jpg
125,HUMMER H2 SUT Crew Cab 2009,"[9, 41, 609, 405]",cars_test/04031.jpg
121,GMC Acadia SUV 2012,"[82, 1, 570, 384]",cars_train/07786.jpg
62,Chevrolet Tahoe Hybrid SUV 2012,"[29, 101, 450, 265]",cars_train/03442.jpg
149,Jeep Compass SUV 2012,"[31, 17, 621, 445]",cars_train/06258.jpg
36,BMW M6 Convertible 2010,"[28, 142, 1450, 1006]",cars_test/04271.jpg
135,Hyundai Elantra Sedan 2007,"[22, 45, 426, 252]",cars_test/02693.jpg
178,Scion xD Hatchback 2012,"[305, 102, 837, 364]",cars_test/06840.jpg
160,McLaren MP4-12C Coupe 2012,"[91, 107, 937, 561]",cars_train/02201.jpg
133,Hyundai Veracruz SUV 2012,"[42, 45, 650, 480]",cars_test/03601.jpg
60,Chevrolet HHR SS 2010,"[19, 14, 335, 252]",cars_test/00590.jpg
43,Bentley Continental GT Coupe 2007,"[13, 41, 611, 434]",cars_test/03645.jpg
177,Rolls-Royce Phantom Sedan 2012,"[224, 218, 1141, 668]",cars_test/01942.jpg
177,Rolls-Royce Phantom Sedan 2012,"[6, 21, 394, 293]",cars_test/06612.jpg
44,Bentley Continental Flying Spur Sedan 2007,"[15, 127, 602, 368]",cars_test/06496.jpg
38,BMW Z4 Convertible 2012,"[127, 1, 491, 393]",cars_test/05239.jpg
19,Audi TT Hatchback 2011,"[39, 64, 215, 143]",cars_train/06011.jpg
126,Honda Odyssey Minivan 2012,"[42, 138, 469, 286]",cars_test/07162.jpg
194,Volvo 240 Sedan 1993,"[148, 123, 546, 395]",cars_test/00402.jpg
84,Dodge Caliber Wagon 2007,"[16, 57, 244, 170]",cars_test/06132.jpg
120,GMC Yukon Hybrid SUV 2012,"[40, 55, 522, 281]",cars_test/07605.jpg
145,Jeep Patriot SUV 2012,"[47, 39, 751, 337]",cars_train/06933.jpg
151,Lamborghini Aventador Coupe 2012,"[29, 27, 210, 112]",cars_train/06449.jpg
93,Dodge Challenger SRT8 2011,"[95, 124, 431, 308]",cars_train/02569.jpg
1,AM General Hummer SUV 2000,"[25, 123, 589, 421]",cars_test/05888.jpg
193,Volvo C30 Hatchback 2012,"[20, 18, 781, 515]",cars_test/05019.jpg
148,Jeep Grand Cherokee SUV 2012,"[39, 40, 197, 154]",cars_test/07093.jpg
110,Ford Edge SUV 2012,"[124, 51, 910, 700]",cars_test/07537.jpg
188,Toyota Corolla Sedan 2012,"[116, 61, 913, 596]",cars_test/05633.jpg
47,Buick Regal GS 2012,"[48, 26, 242, 167]",cars_test/02712.jpg
155,Land Rover LR2 SUV 2012,"[24, 83, 253, 176]",cars_train/07129.jpg
142,Infiniti QX56 SUV 2011,"[1, 87, 398, 257]",cars_train/06569.jpg
48,Buick Rainier SUV 2007,"[9, 34, 250, 160]",cars_test/05522.jpg
29,BMW 3 Series Sedan 2012,"[44, 75, 384, 284]",cars_test/02959.jpg
89,Dodge Journey SUV 2012,"[346, 293, 1027, 764]",cars_train/07020.jpg
26,BMW ActiveHybrid 5 Sedan 2012,"[38, 43, 607, 359]",cars_train/03038.jpg
72,Chevrolet Monte Carlo Coupe 2007,"[15, 6, 474, 284]",cars_test/01613.jpg
17,Audi 100 Sedan 1994,"[62, 260, 974, 587]",cars_train/04758.jpg
18,Audi 100 Wagon 1994,"[1, 106, 827, 571]",cars_test/06553.jpg
102,Ferrari California Convertible 2012,"[87, 128, 968, 524]",cars_test/02718.jpg
101,Ferrari FF Coupe 2012,"[175, 330, 928, 647]",cars_train/00063.jpg
103,Ferrari 458 Italia Convertible 2012,"[23, 84, 621, 285]",cars_test/03051.jpg
144,Jaguar XK XKR 2012,"[280, 165, 763, 394]",cars_test/06968.jpg
150,Lamborghini Reventon Coupe 2008,"[79, 48, 515, 370]",cars_test/07288.jpg
175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,"[78, 84, 457, 292]",cars_test/02357.jpg
115,Ford Focus Sedan 2007,"[41, 194, 608, 398]",cars_test/07413.jpg
25,Audi TT RS Coupe 2012,"[14, 22, 262, 122]",cars_train/02009.jpg
50,Buick Enclave SUV 2012,"[61, 114, 603, 373]",cars_test/06096.jpg
38,BMW Z4 Convertible 2012,"[62, 91, 419, 213]",cars_train/03620.jpg
31,BMW 6 Series Convertible 2007,"[1, 1, 500, 214]",cars_train/03178.jpg
6,Acura Integra Type R 2001,"[114, 106, 492, 292]",cars_train/03761.jpg
188,Toyota Corolla Sedan 2012,"[6, 48, 297, 168]",cars_test/05798.jpg
113,Ford F-150 Regular Cab 2012,"[2, 22, 200, 130]",cars_test/01961.jpg
87,Dodge Ram Pickup 3500 Quad Cab 2009,"[27, 38, 517, 208]",cars_test/02972.jpg
54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,"[12, 40, 251, 167]",cars_train/02546.jpg
144,Jaguar XK XKR 2012,"[45, 49, 548, 302]",cars_test/06617.jpg
176,Rolls-Royce Ghost Sedan 2012,"[37, 67, 610, 350]",cars_train/02406.jpg
51,Cadillac CTS-V Sedan 2012,"[13, 23, 150, 82]",cars_train/00923.jpg
172,Plymouth Neon Coupe 1999,"[61, 85, 572, 393]",cars_test/01690.jpg
87,Dodge Ram Pickup 3500 Quad Cab 2009,"[27, 57, 579, 435]",cars_test/01300.jpg
98,Eagle Talon Hatchback 1998,"[168, 203, 915, 642]",cars_test/00700.jpg
73,Chevrolet Malibu Sedan 2007,"[53, 79, 627, 464]",cars_train/00312.jpg
52,Cadillac SRX SUV 2012,"[54, 83, 736, 436]",cars_train/04757.jpg
58,Chevrolet Traverse SUV 2012,"[72, 267, 2602, 1813]",cars_train/04182.jpg
79,Chrysler 300 SRT-8 2010,"[14, 117, 617, 383]",cars_train/06666.jpg
81,Chrysler PT Cruiser Convertible 2008,"[36, 81, 609, 331]",cars_test/07156.jpg
61,Chevrolet Impala Sedan 2007,"[33, 30, 607, 373]",cars_test/05324.jpg
39,Bentley Continental Supersports Conv. Convertible 2012,"[33, 55, 186, 121]",cars_train/06006.jpg
184,Suzuki SX4 Sedan 2012,"[55, 26, 595, 307]",cars_train/05511.jpg
177,Rolls-Royce Phantom Sedan 2012,"[49, 67, 362, 245]",cars_train/00298.jpg
184,Suzuki SX4 Sedan 2012,"[224, 118, 519, 300]",cars_train/01479.jpg
156,Lincoln Town Car Sedan 2011,"[11, 156, 591, 442]",cars_test/05705.jpg
60,Chevrolet HHR SS 2010,"[28, 55, 241, 177]",cars_test/00010.jpg
161,Mercedes-Benz 300-Class Convertible 1993,"[63, 163, 558, 367]",cars_train/05807.jpg
177,Rolls-Royce Phantom Sedan 2012,"[241, 244, 1163, 748]",cars_test/01412.jpg
73,Chevrolet Malibu Sedan 2007,"[44, 35, 404, 223]",cars_train/04718.jpg
86,Dodge Ram Pickup 3500 Crew Cab 2010,"[111, 98, 863, 766]",cars_train/00495.jpg
165,Mercedes-Benz S-Class Sedan 2012,"[46, 60, 575, 354]",cars_train/04920.jpg
38,BMW Z4 Convertible 2012,"[16, 31, 248, 172]",cars_test/04076.jpg
119,GMC Savana Van 2012,"[38, 42, 704, 439]",cars_train/05444.jpg
100,FIAT 500 Convertible 2012,"[83, 45, 265, 174]",cars_train/03635.jpg
154,Land Rover Range Rover SUV 2012,"[12, 39, 790, 488]",cars_train/06370.jpg
120,GMC Yukon Hybrid SUV 2012,"[26, 113, 612, 372]",cars_train/00834.jpg
160,McLaren MP4-12C Coupe 2012,"[87, 70, 555, 389]",cars_test/06351.jpg
195,Volvo XC90 SUV 2007,"[34, 5, 288, 195]",cars_train/03588.jpg
57,Chevrolet Corvette Ron Fellows Edition Z06 2007,"[69, 202, 753, 435]",cars_train/05969.jpg
60,Chevrolet HHR SS 2010,"[19, 62, 469, 332]",cars_test/01249.jpg
187,Toyota Camry Sedan 2012,"[86, 33, 513, 403]",cars_train/01225.jpg
171,Nissan 240SX Coupe 1998,"[7, 42, 230, 141]",cars_test/03913.jpg
88,Dodge Sprinter Cargo Van 2009,"[38, 3, 418, 328]",cars_train/04062.jpg
100,FIAT 500 Convertible 2012,"[37, 57, 261, 195]",cars_test/00613.jpg
126,Honda Odyssey Minivan 2012,"[53, 145, 570, 384]",cars_train/02430.jpg
80,Chrysler Crossfire Convertible 2008,"[205, 397, 1456, 1096]",cars_test/04087.jpg
135,Hyundai Elantra Sedan 2007,"[28, 107, 385, 240]",cars_test/05926.jpg
59,Chevrolet Camaro Convertible 2012,"[34, 86, 368, 196]",cars_train/05811.jpg
79,Chrysler 300 SRT-8 2010,"[155, 117, 471, 317]",cars_train/07561.jpg
156,Lincoln Town Car Sedan 2011,"[24, 77, 267, 186]",cars_train/02210.jpg
54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,"[66, 46, 439, 277]",cars_test/07591.jpg
132,Hyundai Tucson SUV 2012,"[5, 103, 640, 599]",cars_test/04404.jpg
120,GMC Yukon Hybrid SUV 2012,"[47, 72, 556, 371]",cars_train/01597.jpg
17,Audi 100 Sedan 1994,"[30, 39, 221, 125]",cars_train/00066.jpg
88,Dodge Sprinter Cargo Van 2009,"[190, 52, 513, 367]",cars_test/00735.jpg
63,Chevrolet Sonic Sedan 2012,"[49, 57, 1169, 669]",cars_test/08037.jpg
149,Jeep Compass SUV 2012,"[153, 65, 1852, 1058]",cars_test/01672.jpg
119,GMC Savana Van 2012,"[18, 38, 251, 167]",cars_test/06718.jpg
167,Mitsubishi Lancer Sedan 2012,"[180, 43, 870, 713]",cars_train/01674.jpg
79,Chrysler 300 SRT-8 2010,"[98, 88, 1089, 664]",cars_train/05745.jpg
164,Mercedes-Benz E-Class Sedan 2012,"[117, 323, 972, 794]",cars_train/04196.jpg
13,Audi A5 Coupe 2012,"[71, 35, 587, 375]",cars_train/02641.jpg
46,Bugatti Veyron 16.4 Coupe 2009,"[35, 172, 760, 489]",cars_train/02824.jpg
94,Dodge Durango SUV 2012,"[66, 164, 959, 644]",cars_test/01882.jpg
23,Audi S4 Sedan 2012,"[25, 134, 618, 427]",cars_train/07503.jpg
177,Rolls-Royce Phantom Sedan 2012,"[16, 37, 219, 168]",cars_train/03333.jpg
7,Acura ZDX Hatchback 2012,"[40, 203, 1021, 575]",cars_test/01709.jpg
3,Acura TL Sedan 2012,"[65, 33, 485, 351]",cars_test/00397.jpg
138,Hyundai Sonata Sedan 2012,"[127, 59, 449, 284]",cars_train/03410.jpg
181,Suzuki Aerio Sedan 2007,"[10, 17, 419, 234]",cars_test/05234.jpg
153,Lamborghini Diablo Coupe 2001,"[6, 83, 474, 309]",cars_train/03983.jpg
75,Chevrolet Silverado 1500 Regular Cab 2012,"[57, 128, 999, 485]",cars_test/05084.jpg
130,Hyundai Veloster Hatchback 2012,"[9, 78, 899, 520]",cars_train/00563.jpg
65,Chevrolet Avalanche Crew Cab 2012,"[110, 91, 905, 627]",cars_test/04387.jpg
86,Dodge Ram Pickup 3500 Crew Cab 2010,"[34, 1, 242, 179]",cars_train/00149.jpg
24,Audi S4 Sedan 2007,"[36, 98, 600, 383]",cars_test/04999.jpg
150,Lamborghini Reventon Coupe 2008,"[5, 59, 462, 231]",cars_train/05621.jpg
13,Audi A5 Coupe 2012,"[61, 112, 996, 667]",cars_test/06832.jpg
71,Chevrolet Express Van 2007,"[23, 45, 205, 155]",cars_test/07325.jpg
88,Dodge Sprinter Cargo Van 2009,"[1, 11, 101, 84]",cars_train/00502.jpg
16,Audi V8 Sedan 1994,"[31, 78, 361, 186]",cars_test/04316.jpg
84,Dodge Caliber Wagon 2007,"[14, 111, 395, 249]",cars_test/01471.jpg
29,BMW 3 Series Sedan 2012,"[20, 170, 639, 421]",cars_train/02550.jpg
120,GMC Yukon Hybrid SUV 2012,"[90, 163, 547, 439]",cars_train/07730.jpg
39,Bentley Continental Supersports Conv. Convertible 2012,"[18, 30, 378, 247]",cars_train/03860.jpg
27,BMW 1 Series Convertible 2012,"[4, 40, 256, 163]",cars_test/05618.jpg
45,Bugatti Veyron 16.4 Convertible 2009,"[46, 31, 572, 417]",cars_test/07855.jpg
113,Ford F-150 Regular Cab 2012,"[36, 33, 230, 181]",cars_train/05465.jpg
193,Volvo C30 Hatchback 2012,"[15, 142, 461, 296]",cars_train/05438.jpg
68,Chevrolet TrailBlazer SS 2009,"[54, 307, 2237, 1527]",cars_train/05832.jpg
68,Chevrolet TrailBlazer SS 2009,"[1, 50, 299, 173]",cars_train/07138.jpg
68,Chevrolet TrailBlazer SS 2009,"[16, 62, 384, 257]",cars_train/03426.jpg
70,Chevrolet Silverado 1500 Classic Extended Cab 2007,"[15, 6, 306, 157]",cars_test/03627.jpg
88,Dodge Sprinter Cargo Van 2009,"[45, 23, 306, 245]",cars_train/06320.jpg
44,Bentley Continental Flying Spur Sedan 2007,"[5, 87, 298, 215]",cars_test/05911.jpg
126,Honda Odyssey Minivan 2012,"[39, 193, 560, 433]",cars_train/02984.jpg
176,Rolls-Royce Ghost Sedan 2012,"[3, 10, 602, 385]",cars_train/07305.jpg
78,Chrysler Town and Country Minivan 2012,"[27, 48, 433, 289]",cars_test/01866.jpg
33,BMW X6 SUV 2012,"[130, 150, 1145, 699]",cars_train/02975.jpg
187,Toyota Camry Sedan 2012,"[47, 201, 534, 426]",cars_train/00431.jpg
182,Suzuki Kizashi Sedan 2012,"[45, 83, 752, 322]",cars_test/05207.jpg
66,Chevrolet Cobalt SS 2010,"[14, 189, 1005, 594]",cars_test/05278.jpg
57,Chevrolet Corvette Ron Fellows Edition Z06 2007,"[147, 149, 905, 654]",cars_train/02134.jpg
3,Acura TL Sedan 2012,"[39, 64, 386, 246]",cars_test/04438.jpg
108,Ford Freestar Minivan 2007,"[23, 21, 235, 176]",cars_train/01211.jpg
96,Dodge Charger Sedan 2012,"[124, 132, 921, 545]",cars_test/06407.jpg
44,Bentley Continental Flying Spur Sedan 2007,"[6, 105, 528, 275]",cars_test/06150.jpg
133,Hyundai Veracruz SUV 2012,"[197, 228, 786, 592]",cars_test/03013.jpg
23,Audi S4 Sedan 2012,"[23, 221, 881, 568]",cars_test/04593.jpg
42,Bentley Continental GT Coupe 2012,"[166, 247, 1480, 982]",cars_train/07168.jpg
11,Aston Martin Virage Coupe 2012,"[57, 101, 416, 383]",cars_train/05624.jpg
117,Ford Fiesta Sedan 2012,"[12, 43, 307, 227]",cars_test/03855.jpg
182,Suzuki Kizashi Sedan 2012,"[129, 156, 1447, 953]",cars_test/03991.jpg
155,Land Rover LR2 SUV 2012,"[92, 54, 583, 393]",cars_test/06102.jpg
79,Chrysler 300 SRT-8 2010,"[101, 38, 600, 333]",cars_test/02303.jpg
133,Hyundai Veracruz SUV 2012,"[20, 48, 624, 453]",cars_train/00377.jpg
122,GMC Canyon Extended Cab 2012,"[61, 206, 996, 621]",cars_train/07300.jpg
189,Toyota 4Runner SUV 2012,"[119, 168, 697, 423]",cars_train/07815.jpg
160,McLaren MP4-12C Coupe 2012,"[54, 51, 277, 155]",cars_test/06966.jpg
147,Jeep Liberty SUV 2012,"[60, 45, 594, 428]",cars_train/06679.jpg
96,Dodge Charger Sedan 2012,"[94, 74, 607, 325]",cars_test/00621.jpg
103,Ferrari 458 Italia Convertible 2012,"[78, 140, 975, 483]",cars_test/01292.jpg
123,Geo Metro Convertible 1993,"[12, 14, 563, 260]",cars_test/05560.jpg
79,Chrysler 300 SRT-8 2010,"[74, 179, 1195, 656]",cars_test/03617.jpg
146,Jeep Wrangler SUV 2012,"[87, 37, 666, 455]",cars_test/07060.jpg
155,Land Rover LR2 SUV 2012,"[328, 158, 1233, 840]",cars_test/01567.jpg
53,Cadillac Escalade EXT Crew Cab 2007,"[24, 122, 613, 410]",cars_test/07924.jpg
38,BMW Z4 Convertible 2012,"[45, 55, 530, 308]",cars_train/00337.jpg
168,Nissan Leaf Hatchback 2012,"[59, 57, 625, 457]",cars_train/07113.jpg
142,Infiniti QX56 SUV 2011,"[1, 20, 319, 219]",cars_train/01221.jpg
151,Lamborghini Aventador Coupe 2012,"[237, 88, 657, 372]",cars_train/02616.jpg
196,smart fortwo Convertible 2012,"[58, 49, 357, 231]",cars_test/05966.jpg
149,Jeep Compass SUV 2012,"[29, 9, 606, 366]",cars_test/07429.jpg
161,Mercedes-Benz 300-Class Convertible 1993,"[23, 120, 390, 234]",cars_test/03668.jpg
89,Dodge Journey SUV 2012,"[15, 33, 685, 468]",cars_train/05825.jpg
44,Bentley Continental Flying Spur Sedan 2007,"[10, 99, 564, 376]",cars_test/03394.jpg
69,Chevrolet Silverado 2500HD Regular Cab 2012,"[12, 32, 251, 161]",cars_test/03439.jpg
158,Maybach Landaulet Convertible 2012,"[4, 110, 573, 374]",cars_test/04200.jpg
123,Geo Metro Convertible 1993,"[8, 8, 228, 123]",cars_test/07715.jpg
26,BMW ActiveHybrid 5 Sedan 2012,"[50, 144, 471, 397]",cars_test/01960.jpg
39,Bentley Continental Supersports Conv. Convertible 2012,"[393, 201, 639, 310]",cars_train/01076.jpg
111,Ford Ranger SuperCab 2011,"[31, 155, 666, 458]",cars_test/01418.jpg
45,Bugatti Veyron 16.4 Convertible 2009,"[20, 12, 651, 475]",cars_train/02541.jpg
129,Honda Accord Sedan 2012,"[11, 103, 617, 310]",cars_train/04984.jpg
6,Acura Integra Type R 2001,"[6, 3, 932, 639]",cars_train/01010.jpg
29,BMW 3 Series Sedan 2012,"[45, 22, 932, 629]",cars_test/00722.jpg
33,BMW X6 SUV 2012,"[9, 17, 266, 160]",cars_test/07879.jpg
4,Acura TL Type-S 2008,"[16, 29, 782, 330]",cars_test/04400.jpg
32,BMW X5 SUV 2007,"[25, 20, 230, 146]",cars_test/06884.jpg
160,McLaren MP4-12C Coupe 2012,"[15, 95, 628, 399]",cars_test/03858.jpg
34,BMW M3 Coupe 2012,"[39, 111, 404, 261]",cars_train/05471.jpg
180,Spyker C8 Coupe 2009,"[1, 11, 320, 163]",cars_test/04712.jpg
86,Dodge Ram Pickup 3500 Crew Cab 2010,"[15, 36, 290, 181]",cars_train/06748.jpg
19,Audi TT Hatchback 2011,"[34, 144, 605, 341]",cars_test/00450.jpg
5,Acura TSX Sedan 2012,"[52, 35, 246, 174]",cars_train/06388.jpg
28,BMW 1 Series Coupe 2012,"[35, 32, 480, 293]",cars_test/07645.jpg
3,Acura TL Sedan 2012,"[14, 79, 242, 166]",cars_test/07840.jpg
148,Jeep Grand Cherokee SUV 2012,"[24, 28, 293, 190]",cars_test/07893.jpg
44,Bentley Continental Flying Spur Sedan 2007,"[10, 64, 430, 245]",cars_test/01804.jpg
58,Chevrolet Traverse SUV 2012,"[99, 173, 558, 437]",cars_test/03028.jpg
8,Aston Martin V8 Vantage Convertible 2012,"[8, 68, 256, 194]",cars_test/04424.jpg
155,Land Rover LR2 SUV 2012,"[41, 130, 475, 361]",cars_train/07004.jpg
66,Chevrolet Cobalt SS 2010,"[82, 174, 994, 640]",cars_train/06726.jpg
27,BMW 1 Series Convertible 2012,"[30, 34, 257, 151]",cars_test/04536.jpg
122,GMC Canyon Extended Cab 2012,"[41, 99, 454, 309]",cars_test/02221.jpg
160,McLaren MP4-12C Coupe 2012,"[1015, 664, 1525, 989]",cars_train/08115.jpg
195,Volvo XC90 SUV 2007,"[15, 84, 457, 271]",cars_train/04614.jpg
41,Bentley Mulsanne Sedan 2011,"[202, 71, 1086, 705]",cars_train/06217.jpg
105,Fisker Karma Sedan 2012,"[46, 78, 583, 334]",cars_train/06707.jpg
195,Volvo XC90 SUV 2007,"[40, 109, 615, 414]",cars_train/06068.jpg
159,Mazda Tribute SUV 2011,"[129, 265, 1205, 688]",cars_test/00154.jpg
138,Hyundai Sonata Sedan 2012,"[71, 58, 535, 339]",cars_test/05004.jpg
21,Audi S5 Convertible 2012,"[88, 298, 717, 514]",cars_train/01167.jpg
90,Dodge Dakota Crew Cab 2010,"[41, 33, 253, 145]",cars_test/05237.jpg
164,Mercedes-Benz E-Class Sedan 2012,"[412, 394, 988, 677]",cars_test/00958.jpg
12,Audi RS 4 Convertible 2008,"[81, 8, 389, 158]",cars_test/02167.jpg
155,Land Rover LR2 SUV 2012,"[107, 91, 756, 501]",cars_train/01254.jpg
189,Toyota 4Runner SUV 2012,"[17, 117, 410, 286]",cars_test/01420.jpg
81,Chrysler PT Cruiser Convertible 2008,"[103, 505, 1438, 1069]",cars_test/05323.jpg
38,BMW Z4 Convertible 2012,"[44, 117, 378, 242]",cars_train/02788.jpg
59,Chevrolet Camaro Convertible 2012,"[38, 81, 496, 277]",cars_test/00687.jpg
42,Bentley Continental GT Coupe 2012,"[49, 156, 590, 413]",cars_test/05294.jpg
57,Chevrolet Corvette Ron Fellows Edition Z06 2007,"[32, 141, 607, 353]",cars_test/02506.jpg
191,Volkswagen Golf Hatchback 1991,"[47, 181, 773, 458]",cars_test/01302.jpg
196,smart fortwo Convertible 2012,"[59, 90, 450, 336]",cars_test/01712.jpg
78,Chrysler Town and Country Minivan 2012,"[92, 84, 564, 402]",cars_train/02536.jpg
130,Hyundai Veloster Hatchback 2012,"[38, 124, 597, 333]",cars_test/00848.jpg
161,Mercedes-Benz 300-Class Convertible 1993,"[1, 26, 592, 388]",cars_test/03506.jpg
76,Chrysler Aspen SUV 2009,"[5, 3, 284, 129]",cars_train/06650.jpg
71,Chevrolet Express Van 2007,"[14, 50, 334, 223]",cars_test/00324.jpg
63,Chevrolet Sonic Sedan 2012,"[28, 55, 974, 675]",cars_train/00601.jpg
145,Jeep Patriot SUV 2012,"[242, 250, 860, 643]",cars_train/01305.jpg
116,Ford E-Series Wagon Van 2012,"[27, 67, 620, 474]",cars_train/00084.jpg
191,Volkswagen Golf Hatchback 1991,"[18, 177, 778, 522]",cars_train/04240.jpg
